Year,State,% Good Days,% Moderate Days,% Unhealthy for Sensitive Groups Days,% Unhealthy Days,% Very Unhealthy Days,% Hazardous Days,90th Percentile AQI,Median AQI,Number With Current Asthma,Percent With Current Asthma
2015,Idaho,0.76861,0.20599,0.01677,0.00672,0.00173,0.00018,59.5,30.9,110735,9.1
2015,Illinois,0.72394,0.2728,0.00302,0.00024,0,0,59.56522,42,828784,8.4
2015,Indiana,0.65114,0.3444,0.00404,0.00042,0,0,61.94872,44.76923,512557,10.2
2015,Iowa,0.64346,0.35485,0.0014,0.00029,0,0,58.94737,43.68421,181072,7.6
2015,Kansas,0.82848,0.17027,0.00125,0,0,0,52.18182,33.72727,188514,8.7
2015,Kentucky,0.73219,0.2622,0.00522,0.00039,0,0,58.35714,42.60714,403499,11.9
2015,Louisiana,0.68581,0.30919,0.00463,0.00037,0,0,59.22727,41.5,288759,8.2
2015,Maine,0.8216,0.17585,0.00255,0,0,0,52.25,36.75,120034,11.2
2015,Maryland,0.60002,0.38896,0.0105,0.00052,0,0,69.875,46.875,408914,8.8
2015,Massachusetts,0.72648,0.26773,0.00558,0.00021,0,0,58.46154,40.07692,547096,10.2
2015,Michigan,0.70988,0.28089,0.00878,0.00045,0,0,61.89286,42.03571,781517,10.2
2015,Minnesota,0.80854,0.18853,0.00279,0.00013,0,0,53.95238,36.09524,310116,7.4
2015,Mississippi,0.75734,0.24216,0.0005,0,0,0,55.09091,40.18182,175845,7.8
2015,Missouri,0.71739,0.27852,0.00383,0.00026,0,0,60,42.42857,448562,9.6
2015,Montana,0.76967,0.20255,0.01454,0.01205,0.00118,0,59.26316,32.94737,71210,8.9
2015,Nebraska,0.83694,0.16231,0.00076,0,0,0,49.54545,30.72727,101854,7.2
2015,Nevada,0.70288,0.28029,0.01551,0.00132,0,0,65.66667,41.66667,179450,8.1
2015,New Hampshire,0.77974,0.21509,0.00479,0.00039,0,0,56,40.28571,107224,10.1
2015,New Jersey,0.68291,0.29692,0.01938,0.00078,0,0,68.6875,42.375,501572,7.2
2015,New Mexico,0.82241,0.17433,0.00291,0.00034,0,0,50.3125,32.125,155818,9.9
2015,New York,0.76275,0.22974,0.0075,0,0,0,57.10345,38.96552,1532508,9.9
2015,North Carolina,0.7053,0.29323,0.00147,0,0,0,59.79545,43.18182,633683,8.2
2015,North Dakota,0.82229,0.16098,0.01261,0.00412,0,0,54.3,35.5,52567,9
2015,Ohio,0.67127,0.32053,0.00813,7.00E-05,0,0,63.76923,42.69231,896185,10
2015,Oklahoma,0.77003,0.22855,0.00127,0.00015,0,0,55.21739,38.6087,279781,9.5
2015,Oregon,0.72134,0.25821,0.0135,0.00648,0.00036,0.00012,64.95652,35.3913,351437,11.2
2015,Pennsylvania,0.56962,0.41807,0.01187,0.00044,0,0,68.13514,46.97297,1020306,10.2
2015,Puerto Rico,0.90262,0.09673,0.00065,0,0,0,46.4,22,285801,10.2
2015,Rhode Island,0.66599,0.32018,0.01107,0.00276,0,0,62.66667,44.66667,91992,11
2015,South Carolina,0.79421,0.20518,0.00061,0,0,0,53.05263,39.26316,309943,8.2
2015,South Dakota,0.77866,0.21666,0.0044,0.00028,0,0,55.3,38.2,54406,8.4
2015,Tennessee,0.72426,0.27418,0.00156,0,0,0,57.875,41.20833,455946,9
2015,Texas,0.68354,0.30027,0.01412,0.00201,7.00E-05,0,64.80488,41.60976,1528177,7.6
2015,Utah,0.70905,0.27399,0.01618,0.00078,0,0,66.42857,41.92857,187377,9
2015,Vermont,0.76794,0.23001,0.00205,0,0,0,57,34,55265,11
2015,Virginia,0.82235,0.17623,0.00142,0,0,0,50.22857,34.82857,513676,7.9
2015,Washington,0.75215,0.23403,0.01019,0.00287,9.00E-05,0.00067,60.13793,33.7931,516400,9.4
2015,West Virginia,0.73062,0.26612,0.00308,0.00019,0,0,59.86667,39.53333,158528,10.8
2015,Wisconsin,0.78954,0.20332,0.00685,0.00029,0,0,59.40741,39.74074,426296,9.5
2015,Wyoming,0.85028,0.14621,0.00294,0.00058,0,0,53.10526,35.89474,35482,8
2017,Alabama,0.68621,0.31121,0.00226,0.00015,0.00016,0,58.33333,42.88889,409623,10.9
2017,Alaska,0.85679,0.12285,0.01214,0.00822,0,0,53.71429,25.42857,46863,8.4
2017,Arizona,0.61556,0.34895,0.03148,0.00337,0.00042,0.00021,70.76923,45.30769,529155,9.8
2017,Arkansas,0.64577,0.35373,0.0005,0,0,0,57.18182,44.09091,219001,9.6
2017,California,0.47571,0.43214,0.06846,0.01897,0.00305,0.00167,89.84906,52.56604,2398304,7.9
2017,Colorado,0.75907,0.23092,0.00976,0.00026,0,0,58.21875,37.4375,404012,9.3
2017,Connecticut,0.7723,0.20551,0.01813,0.00406,0,0,59.125,40.625,299336,10.7
2017,Delaware,0.64377,0.34526,0.01097,0,0,0,63.66667,45.33333,79827,10.6
2017,Florida,0.73001,0.26705,0.00294,0,0,0,55.5641,41.41026,1258262,7.5
2017,Georgia,0.68861,0.30945,0.00166,0.00019,0,9.00E-05,57.70968,43.25806,663053,8.4
2017,Hawaii,0.76288,0.23712,0,0,0,0,51.75,33.25,109177,9.8
2017,Idaho,0.6886,0.2737,0.02553,0.00816,0.0036,0.00041,69.15,35.8,113842,9
2017,Illinois,0.67655,0.31586,0.00747,0.00012,0,0,61.82609,44.17391,808252,8.2
2017,Indiana,0.73012,0.26532,0.00448,7.00E-05,0,0,57.84211,42.47368,509205,10
2017,Iowa,0.61787,0.38167,0.00046,0,0,0,58.66667,43.05556,223269,9.3
2017,Kansas,0.81115,0.18811,0.0005,0.00025,0,0,51,34.81818,199738,9.1
2017,Kentucky,0.73829,0.26068,0.00103,0,0,0,55.39286,43.32143,367763,10.7
2017,Louisiana,0.71605,0.28083,0.00312,0,0,0,56.63636,41,319238,9
2017,Maine,0.8386,0.15698,0.00376,0.00065,0,0,52.18182,36.36364,119995,11.2
2017,Maryland,0.69475,0.2952,0.00935,0.00069,0,0,62.375,44.125,440338,9.4
2017,Massachusetts,0.77425,0.21728,0.00783,0.00064,0,0,55.07692,40.30769,621312,11.5
2017,Michigan,0.76805,0.2263,0.00566,0,0,0,58.03571,39.35714,837016,10.8
2017,Minnesota,0.80449,0.19537,0.00014,0,0,0,54.1,35.6,310955,7.3
2017,Mississippi,0.77879,0.2207,0.00051,0,0,0,53.54545,40.09091,187772,8.3
2017,Missouri,0.74334,0.25366,0.0028,0.00019,0,0,58.95238,42.7619,442086,9.4
2017,Montana,0.70579,0.25727,0.01979,0.01065,0.00347,0.00303,74.10526,35.57895,74843,9.1
2017,Nebraska,0.76249,0.23653,0.00098,0,0,0,54.11111,34.55556,118181,8.2
2017,Nevada,0.72834,0.2563,0.01382,0.00122,0.00033,0,61.88889,39.55556,240247,10.4
2017,New Hampshire,0.86044,0.13718,0.00198,0.0004,0,0,53.57143,37.14286,142205,13.2
2017,New Jersey,0.67759,0.31247,0.00995,0,0,0,61,42.9375,600483,8.6
2017,New Mexico,0.76527,0.22144,0.01209,0.00068,0,0.00051,56.8125,33.6875,165265,10.5
2017,New York,0.82876,0.16678,0.00417,0.00028,0,0,52.7931,37.27586,1426161,9.2
2017,North Carolina,0.76603,0.23355,0.00042,0,0,0,55.58333,41.94444,730767,9.2
2017,North Dakota,0.84436,0.1513,0.00281,0.00128,0.00025,0,51.63636,35,50524,8.6
2017,Ohio,0.73355,0.26213,0.00425,7.00E-05,0,0,57.79487,40.51282,888520,9.9
2017,Oklahoma,0.76843,0.22848,0.00295,0.00014,0,0,54.92593,39.25926,285215,9.6
2017,Oregon,0.69352,0.2647,0.02301,0.01381,0.00401,0.00095,73.04348,35.08696,353411,10.9
2017,Pennsylvania,0.58958,0.40464,0.00556,0.00022,0,0,62.2973,46.16216,1021687,10.1
2017,Puerto Rico,0.79369,0.19803,0.00754,0.00037,0.00037,0,51.54545,28.63636,334638,12.1
2017,Rhode Island,0.79459,0.19238,0.01211,0.00092,0,0,54.33333,37.33333,103853,12.3
2017,South Carolina,0.80965,0.18945,0.0009,0,0,0,51.63158,38.36842,361086,9.2
2017,South Dakota,0.83841,0.15885,0.00219,0.00055,0,0,52.9,35.1,48077,7.3
2017,Tennessee,0.73748,0.26132,0.00108,0.00012,0,0,56.95652,41.91304,517735,10
2017,Texas,0.71753,0.27294,0.00908,0.00039,7.00E-05,0,60,41.59524,1543064,7.3
2017,Utah,0.61905,0.34611,0.03054,0.00391,0.00039,0,74.57143,45.71429,192523,8.9
2017,Vermont,0.85862,0.14069,0.00069,0,0,0,49.75,32,59012,11.8
2017,Virginia,0.86513,0.13437,0.00042,8.00E-05,0,0,46.75758,33.51515,581200,8.9
2017,Washington,0.73925,0.23121,0.01668,0.01035,0.00232,0.00018,64.86667,32.93333,603962,10.5
2017,West Virginia,0.78138,0.21792,0.0007,0,0,0,54.78571,39.28571,182240,12.7
2017,Wisconsin,0.81905,0.17342,0.00754,0,0,0,57.18519,38.74074,428991,9.5
2017,Wyoming,0.77949,0.2139,0.00467,0.00145,0.00032,0.00016,60.05882,39.05882,40805,9.1
2016,Alabama,0.66943,0.32543,0.00436,0.00078,0,0,58.38889,44.27778,365041,9.7
2016,Alaska,0.81738,0.15921,0.01444,0.00898,0,0,56.28571,28.57143,48398,8.8
2016,Arizona,0.6575,0.31854,0.02165,0.00126,0.00063,0.00042,66.07692,44.07692,491794,9.4
2016,Arkansas,0.70337,0.29588,0.0005,0.00025,0,0,56.54545,42.45455,193863,8.5
2016,California,0.5143,0.40834,0.06211,0.01251,0.00111,0.00162,84.33333,50.07407,2366008,7.8
2016,Colorado,0.79471,0.19733,0.00735,0.00053,9.00E-05,0,54.71875,36.03125,374598,8.8
2016,Connecticut,0.70488,0.25957,0.02931,0.00623,0,0,70.875,42.875,295601,10.5
2016,Delaware,0.64253,0.3438,0.01276,0.00091,0,0,66,45.66667,63617,8.5
2016,Florida,0.75558,0.2432,0.001,0.00021,0,0,54.25641,41.25641,1109768,6.7
2016,Georgia,0.65084,0.33801,0.00945,0.0017,0,0,61.03125,44.5,666285,8.5
2016,Hawaii,0.6939,0.302,0.0041,0,0,0,53.75,35.75,120293,10.7
2016,Idaho,0.77564,0.21315,0.01009,0.00112,0,0,58.1,31.35,115109,9.3
2016,Illinois,0.72779,0.26189,0.01008,0.00024,0,0,59.30435,41.43478,879704,8.9
2016,Indiana,0.68805,0.30245,0.00928,0.00015,7.00E-05,0,63.59459,42.62162,514349,10.2
2016,Iowa,0.66643,0.33199,0.0013,0.00029,0,0,57.05263,41.42105,187872,7.8
2016,Kansas,0.85205,0.14566,0.00204,0.00025,0,0,51.27273,33.90909,193078,8.8
2016,Kentucky,0.70192,0.29279,0.00486,0.00043,0,0,59,43.57143,394686,11.6
2016,Louisiana,0.71355,0.28383,0.00262,0,0,0,56.45455,41.86364,297349,8.4
2016,Maine,0.85389,0.14409,0.00177,0.00025,0,0,52.45455,34.81818,130992,12.2
2016,Maryland,0.65636,0.32499,0.01728,0.0012,0.00017,0,68.75,44.9375,439666,9.4
2016,Massachusetts,0.81287,0.18058,0.00613,0.00042,0,0,55.23077,38.61538,560739,10.3
2016,Michigan,0.74297,0.23398,0.02265,0.0004,0,0,63.07143,39.78571,841111,10.9
2016,Minnesota,0.86052,0.13783,0.00151,0.00014,0,0,50.85,32.05,321439,7.6
2016,Mississippi,0.77637,0.22335,0.00028,0,0,0,54.54545,41.54545,181044,8
2016,Missouri,0.76837,0.22496,0.00632,0.00035,0,0,58.33333,40.80952,463150,9.9
2016,Montana,0.82511,0.16632,0.0077,0.00073,0,0.00014,50.36842,30.68421,69403,8.5
2016,Nebraska,0.86063,0.13798,0.00139,0,0,0,49.5,29.6,118932,8.3
2016,Nevada,0.74655,0.24154,0.0113,0,0.0003,0.0003,59.66667,38.55556,179986,7.9
2016,New Hampshire,0.86146,0.13463,0.00391,0,0,0,53.71429,37.28571,121566,11.4
2016,New Jersey,0.63925,0.34515,0.01457,0.00103,0,0,65.125,44.375,573506,8.2
2016,New Mexico,0.82416,0.1719,0.00308,0.00069,0,0.00017,49.9375,32.25,185678,11.8
2016,New York,0.81042,0.18066,0.00872,0.00019,0,0,54.72414,37.41379,1474062,9.5
2016,North Carolina,0.74176,0.25122,0.00549,0.00153,0,0,59.11111,42.30556,630864,8
2016,North Dakota,0.93809,0.06134,0.00057,0,0,0,44,30.9,53028,9
2016,Ohio,0.6969,0.29183,0.01127,0,0,0,62.5641,41.66667,873284,9.7
2016,Oklahoma,0.80286,0.19557,0.00147,0.00011,0,0,51.88,38.12,293910,10
2016,Oregon,0.81895,0.17995,0.00097,0.00013,0,0,56.22727,30,335445,10.5
2016,Pennsylvania,0.60908,0.37913,0.01165,7.00E-05,7.00E-05,0,63.7027,45.56757,1070258,10.6
2016,Puerto Rico,0.88609,0.10205,0.01038,0.00094,0.00055,0,46.18182,22,298918,10.7
2016,Rhode Island,0.74097,0.24698,0.01112,0.00092,0,0,57.66667,40.66667,90375,10.7
2016,South Carolina,0.77714,0.21788,0.00345,0.0014,0.00014,0,53.7,40.5,340518,8.8
2016,South Dakota,0.87083,0.12753,0.00164,0,0,0,51.2,33.5,40253,6.2
2016,Tennessee,0.73804,0.25522,0.00502,0.00172,0,0,57.54167,41,559423,10.9
2016,Texas,0.75327,0.24125,0.00522,0.00026,0,0,57.35714,40.19048,1584264,7.6
2016,Utah,0.71071,0.26627,0.01971,0.00293,0.00039,0,65,41.07143,175360,8.3
2016,Vermont,0.88103,0.11828,0.00068,0,0,0,48.25,31,51211,10.2
2016,Virgin Islands,0.6908,0.3092,0,0,0,0,57.5,36,5011,6.3
2016,Virginia,0.84989,0.14645,0.00366,0,0,0,48.38235,32.70588,560419,8.6
2016,Washington,0.83823,0.15913,0.00217,0.00047,0,0,51.72414,29.68966,538758,9.6
2016,West Virginia,0.76089,0.23665,0.00245,0,0,0,56.07143,38.78571,171816,11.8
2016,Wisconsin,0.81074,0.17327,0.01503,0.00096,0,0,59.81481,37.85185,381108,8.5
2016,Wyoming,0.86099,0.13841,0.00046,0.00015,0,0,52.16667,37.83333,42717,9.5
