Year,State,% Good Days,% Moderate Days,% Unhealthy for Sensitive Groups Days,% Unhealthy Days,% Very Unhealthy Days,% Hazardous Days,% Ozone Days,% PM2.5 Days,90th Percentile AQI,Median AQI
2021,Missouri,0.78178,0.21376,0.00419,0.00026,0.0,0.0,0.59559,0.36149,55.42857,39.95238
2021,Montana,0.71726,0.24727,0.02773,0.00759,0.00015,0.0,0.24263,0.72749,71.68421,34.47368
2021,Nebraska,0.77135,0.22326,0.00538,0.0,0.0,0.0,0.21803,0.67895,54.9,34.3
2021,Nevada,0.68492,0.26559,0.02848,0.01431,0.00609,0.00061,0.60669,0.22466,77.11111,41.44444
2021,New Hampshire,0.8612,0.13382,0.00498,0.0,0.0,0.0,0.67682,0.32279,52.14286,37.42857
2021,New Jersey,0.69381,0.29808,0.00786,0.00025,0.0,0.0,0.4985,0.46771,59.9375,42.375
2021,New Mexico,0.75857,0.22356,0.01513,0.00205,0.00017,0.00052,0.46933,0.43136,59.9375,35.125
2021,New York,0.81028,0.18331,0.00581,0.00061,0.0,0.0,0.62735,0.3693,54.88889,37.62963
2021,North Carolina,0.78409,0.21518,0.00073,0.0,0.0,0.0,0.57258,0.41488,55.83333,40.25
2021,North Dakota,0.75015,0.21804,0.0205,0.01101,0.00031,0.0,0.5653,0.4298,69.33333,38.44444
2021,Ohio,0.7098,0.28693,0.0032,7e-05,0.0,0.0,0.50928,0.4085,59.53846,40.51282
2021,Oklahoma,0.65001,0.33882,0.01034,0.00083,0.0,0.0,0.51928,0.47853,63.4,44.8
2021,Oregon,0.73607,0.23517,0.01337,0.01301,0.00226,0.00012,0.11766,0.88138,66.3913,34.13043
2021,Pennsylvania,0.64993,0.34369,0.00604,0.00034,0.0,0.0,0.41567,0.57595,62.325,43.6
2021,Puerto Rico,0.80587,0.18735,0.0046,0.00079,0.00092,0.00046,0.06063,0.60942,51.1,25.3
2021,Rhode Island,0.77635,0.21534,0.00831,0.0,0.0,0.0,0.4197,0.57665,56.0,38.33333
2021,South Carolina,0.74796,0.25125,0.00079,0.0,0.0,0.0,0.54767,0.44935,57.07143,41.21429
2021,South Dakota,0.77969,0.20696,0.00818,0.00324,0.00194,0.0,0.4534,0.42731,61.7,35.4
2021,Tennessee,0.73512,0.26224,0.00265,0.0,0.0,0.0,0.41299,0.58629,57.91304,40.26087
2021,Texas,0.70011,0.28989,0.00896,0.00098,6e-05,0.0,0.47686,0.47211,59.93333,40.55556
2021,Utah,0.65238,0.31198,0.03216,0.00347,0.0,0.0,0.74092,0.2397,75.66667,43.86667
2021,Vermont,0.83057,0.16738,0.00205,0.0,0.0,0.0,0.37055,0.62945,50.25,32.0
2021,Virgin Islands,0.84937,0.15063,0.0,0.0,0.0,0.0,0.0,1.0,53.5,25.0
2021,Virginia,0.8478,0.1507,0.0015,0.0,0.0,0.0,0.49433,0.3309,47.59375,33.21875
2021,Washington,0.80589,0.17804,0.00723,0.00705,0.00161,0.00018,0.12401,0.85416,55.83871,31.12903
2021,West Virginia,0.77843,0.22137,0.0002,0.0,0.0,0.0,0.51723,0.41795,56.57143,37.64286
2021,Wisconsin,0.72111,0.26962,0.00879,0.00047,0.0,0.0,0.58138,0.41786,63.55172,41.41379
2021,Wyoming,0.78067,0.20151,0.0163,0.00061,0.00015,0.00077,0.63527,0.10789,64.88889,35.55556
2020,Alabama,0.73709,0.262,0.00092,0.0,0.0,0.0,0.42103,0.57824,55.33333,39.6
2020,Alaska,0.90678,0.08137,0.00578,0.00607,0.0,0.0,0.13263,0.72023,44.0,18.77778
2020,Arizona,0.64738,0.28427,0.03535,0.0164,0.01597,0.00063,0.58764,0.1737,75.92308,48.53846
2020,Arkansas,0.74473,0.25378,0.00149,0.0,0.0,0.0,0.32705,0.67146,54.81818,39.18182
2020,California,0.5088,0.38435,0.05951,0.03625,0.00773,0.00336,0.46531,0.50504,95.58491,51.84906
2020,Colorado,0.7247,0.25493,0.0183,0.00197,9e-05,0.0,0.60913,0.23692,63.0,38.25806
2020,Connecticut,0.77737,0.21118,0.01008,0.00137,0.0,0.0,0.66707,0.32268,59.75,41.0
2020,Country Of Mexico,0.42808,0.26958,0.19364,0.1087,0.0,0.0,0.5,0.5,111.0,78.0
2020,Delaware,0.74342,0.25476,0.00182,0.0,0.0,0.0,0.49116,0.5061,57.66667,42.33333
2020,District Of Columbia,0.6776,0.31967,0.0,0.00273,0.0,0.0,0.37705,0.55464,58.0,44.0
2020,Florida,0.75325,0.24479,0.00151,0.00046,0.0,0.0,0.43209,0.5381,54.07692,40.58974
2020,Georgia,0.76227,0.23585,0.00188,0.0,0.0,0.0,0.37694,0.62005,54.41379,39.06897
2020,Hawaii,0.98135,0.01865,0.0,0.0,0.0,0.0,0.15642,0.79359,35.5,21.75
2020,Idaho,0.75156,0.22563,0.01096,0.00783,0.00318,0.00083,0.10757,0.87374,59.95,32.15
2020,Illinois,0.68157,0.30906,0.00832,0.00105,0.0,0.0,0.49328,0.47893,60.04348,43.3913
2020,Indiana,0.7417,0.25451,0.00339,0.0004,0.0,0.0,0.54242,0.45598,55.55882,40.23529
2020,Iowa,0.72057,0.27806,0.00086,0.00051,0.0,0.0,0.26797,0.65402,56.4375,40.3125
2020,Kansas,0.76573,0.22925,0.00452,0.0005,0.0,0.0,0.35696,0.4488,53.18182,35.0
2020,Kentucky,0.84187,0.15687,0.00126,0.0,0.0,0.0,0.67626,0.32011,51.5,38.42308
2020,Louisiana,0.76551,0.23211,0.00238,0.0,0.0,0.0,0.49478,0.4934,55.18182,38.27273
2020,Maine,0.91259,0.08686,0.00027,0.0,0.00027,0.0,0.71056,0.28058,48.5,35.5
2020,Maryland,0.87839,0.12044,0.00117,0.0,0.0,0.0,0.67066,0.30278,51.4375,38.0625
2020,Massachusetts,0.77803,0.22069,0.00128,0.0,0.0,0.0,0.4948,0.49743,54.76923,40.30769
2020,Michigan,0.82395,0.16381,0.01144,0.0008,0.0,0.0,0.61752,0.33438,54.7037,35.51852
2020,Minnesota,0.85982,0.13901,0.00091,0.00026,0.0,0.0,0.39991,0.58721,49.66667,33.28571
2020,Mississippi,0.69611,0.30333,0.00056,0.0,0.0,0.0,0.4148,0.58492,55.7,42.9
2020,Missouri,0.81521,0.18108,0.00345,0.00026,0.0,0.0,0.58467,0.37264,53.28571,37.90476
2020,Montana,0.81649,0.16815,0.00782,0.00653,0.00072,0.00029,0.26803,0.69324,52.84211,29.57895
2020,Nebraska,0.83941,0.15848,0.00181,0.0003,0.0,0.0,0.23187,0.65368,49.44444,30.22222
2020,Nevada,0.74621,0.2212,0.01919,0.01066,0.00243,0.00031,0.55724,0.24018,64.77778,39.11111
2020,New Hampshire,0.9121,0.0879,0.0,0.0,0.0,0.0,0.73508,0.26492,48.71429,37.57143
2020,New Jersey,0.75024,0.24797,0.00179,0.0,0.0,0.0,0.49943,0.46358,56.3125,40.5
2020,New Mexico,0.79319,0.19738,0.00789,0.00068,0.00034,0.00052,0.4795,0.4329,55.0,33.8125
2020,New York,0.86014,0.13794,0.00172,0.0002,0.0,0.0,0.65735,0.3382,51.92593,36.0
2020,North Carolina,0.86659,0.13291,0.0005,0.0,0.0,0.0,0.56719,0.40914,50.33333,36.36111
2020,North Dakota,0.90812,0.09188,0.0,0.0,0.0,0.0,0.69007,0.30415,48.44444,35.44444
2020,Ohio,0.79317,0.20238,0.00424,0.00021,0.0,0.0,0.54811,0.36667,53.95,37.825
2020,Oklahoma,0.72679,0.27044,0.00247,0.00031,0.0,0.0,0.5091,0.48453,57.38889,41.61111
2020,Oregon,0.72314,0.24282,0.00833,0.00924,0.00548,0.011,0.12078,0.87076,65.86957,33.69565
2020,Pennsylvania,0.75677,0.24013,0.00304,7e-05,0.0,0.0,0.50952,0.48301,55.8,40.425
2020,Puerto Rico,0.88355,0.10972,0.00327,0.00256,0.00028,0.00062,0.19206,0.48141,46.81818,20.63636
2020,Rhode Island,0.80718,0.18824,0.00366,0.00091,0.0,0.0,0.44163,0.55655,53.0,38.0
2020,South Carolina,0.84187,0.15677,0.00137,0.0,0.0,0.0,0.53425,0.46282,51.14286,37.5
2020,South Dakota,0.84887,0.15004,0.00109,0.0,0.0,0.0,0.51091,0.38072,53.3,35.4
2020,Tennessee,0.82006,0.17862,0.00109,0.00024,0.0,0.0,0.41599,0.58354,52.73913,37.08696
2020,Texas,0.71991,0.27096,0.00768,0.00146,0.0,0.0,0.47349,0.47538,58.86667,39.6
2020,Utah,0.71028,0.27513,0.01313,0.00128,0.00018,0.0,0.68543,0.28325,64.66667,42.86667
2020,Vermont,0.875,0.125,0.0,0.0,0.0,0.0,0.4194,0.5806,46.0,31.75
2020,Virgin Islands,0.82555,0.17445,0.0,0.0,0.0,0.0,0.0,1.0,58.0,25.66667
2020,Virginia,0.91783,0.08208,9e-05,0.0,0.0,0.0,0.52096,0.32935,44.6129,31.29032
2020,Washington,0.80645,0.1697,0.00393,0.00754,0.00733,0.00504,0.08525,0.89147,55.32258,29.58065
2020,West Virginia,0.87422,0.12529,0.00049,0.0,0.0,0.0,0.55343,0.38829,51.0,35.35714
2020,Wisconsin,0.79276,0.19695,0.00944,0.00085,0.0,0.0,0.64531,0.35409,56.77778,38.77778
2020,Wyoming,0.85346,0.13525,0.00861,0.00228,0.00025,0.00015,0.64055,0.10003,53.22222,35.94444
2018,Alabama,0.69769,0.30073,0.00124,0.00034,0.0,0.0,0.44879,0.55057,58.17647,41.41176
2018,Alaska,0.86693,0.11834,0.01096,0.00377,0.0,0.0,0.21781,0.71698,51.25,25.875
2018,Arizona,0.62803,0.33467,0.03162,0.00274,0.00126,0.00169,0.57426,0.18367,72.69231,44.46154
2018,Arkansas,0.66453,0.33296,0.00252,0.0,0.0,0.0,0.28915,0.71016,58.83333,42.83333
2018,California,0.4606,0.44518,0.06382,0.02489,0.00468,0.00083,0.44677,0.51692,89.0566,52.56604
2018,Colorado,0.67837,0.29422,0.02473,0.00235,0.00033,0.0,0.6308,0.19862,68.78788,40.27273
2018,Connecticut,0.76923,0.20509,0.0226,0.00308,0.0,0.0,0.69149,0.29823,62.0,39.875
2018,Country Of Mexico,0.47403,0.39354,0.09625,0.03289,0.0,0.00329,0.5,0.32566,95.0,57.0
2018,Delaware,0.67123,0.31781,0.01096,0.0,0.0,0.0,0.54703,0.45114,63.66667,44.0
2018,District Of Columbia,0.45753,0.52603,0.0137,0.00274,0.0,0.0,0.31233,0.67397,74.0,52.0
2018,Florida,0.77448,0.22319,0.00219,0.00014,0.0,0.0,0.49782,0.47314,54.23077,39.35897
2018,Georgia,0.71765,0.28001,0.00235,0.0,0.0,0.0,0.38865,0.60625,57.13793,40.62069
